index,text,kontext,klassifikation.tore_bayern,klassifikation.tore_gegner,klassifikation.phase,meta.saison,meta.spieltag,meta.heim_auswaerts,meta.gegner,meta.tabelle,meta.ballbesitz_bayern,ergebnis.bayern,ergebnis.gegner,offizielle.schiedsrichter,offizielle.kommentator,source_file,sentiment__fine_tuned_german_sentiment,sentiment__fine_tuned_german_sentiment__conf,sentiment__xlm-roberta-base,sentiment__xlm-roberta-base__conf,sentiment__german-sentiment-bert,sentiment__german-sentiment-bert__conf,sentiment__german-news-sentiment-bert,sentiment__german-news-sentiment-bert__conf
91,Letztlich tritt er gegen den Oberschenkel und deswegen geht er zu Fall.,Neutral,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9494,Neutral,0.8601,Neutral,1.0,Neutral,0.9963
92,Eine klare Fehlentscheidung sieht grundsätzlich anders aus.,Neutral,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9841,Neutral,0.7612,Neutral,0.9971,Neutral,0.5843
93,Reichel zeigt aber auf den Punkt.,Neutral,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9455,Neutral,0.833,Neutral,0.9895,Neutral,0.3914
94,Strittig.,Neutral,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.995,Neutral,0.7884,Negativ,0.9973,Negativ,0.9963
95,"Harry Kane mit Tor Nummer 3 an diesem Abend, das 6:1 in der Nachspielzeit.",FC Bayern München,6,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9682,Positiv,0.6737,Neutral,0.9999,Neutral,0.9111
96,Der Engländer hat damit jeden seiner Pflichtspielstrafstöße für Bayern verwandelt.,FC Bayern München,6,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9454,Positiv,0.5498,Neutral,1.0,Neutral,0.9397
97,"Er knackt die 40-Bundesliga-Tore-Marke in nur 35 Spielen, neuer Rekord.",FC Bayern München,6,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9555,Positiv,0.681,Neutral,0.9951,Neutral,0.4686
98,Die Münchner schlagen auch in der Höhe verdient Kiel mit 6:1.,Neutral,6,1,3,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9332,Neutral,0.7931,Neutral,0.9998,Neutral,0.937
99,Vincent Kompany hat somit die ersten drei Bundesliga-Spiele mit dem FC Bayern alle gewonnen.,FC Bayern München,6,1,3,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9397,Positiv,0.6785,Neutral,1.0,Neutral,0.982
100,Der Lohn: die erste Tabellenführung seit einem Jahr.,FC Bayern München,6,1,3,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.953,Negativ,0.4958,Neutral,1.0,Neutral,0.9653
101,Und für Kiel sollte dieser Tag unvergesslich werden.,Holstein Kiel,6,1,3,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9651,Positiv,0.4997,Neutral,0.9912,Neutral,0.7377
102,Daraus wurde ergebnistechnisch aufgrund der klaren Rollenverteilung nichts.,Holstein Kiel,6,1,3,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.5787,Negativ,0.5167,Neutral,1.0,Neutral,0.9717
103,"Und doch hat vor allem der Anhang mit dieser aufmunternden Reaktion am Ende dafür gesorgt, dass sie auch einer klaren Niederlage etwas Positives abgewinnen können.",Holstein Kiel,6,1,3,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.8585,Positiv,0.5692,Neutral,0.9998,Neutral,0.6573
104,Die Stimmen zum Spiel gibt's auf sportstudio.de.,Neutral,6,1,3,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.925,Neutral,0.8156,Neutral,0.4796,Neutral,0.3979
0,"Erstmals seit gut 12 Monaten ist der FC Bayern wieder auf dem Platz, auf dem er jahrelang sein Handtuch liegen hatte: der Tabellenführer.",FC Bayern München,0,0,0,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9352,Positiv,0.6292,Neutral,0.9937,Positiv,0.5484
1,In Schwarz am vierten Spieltag zu Gast in Bremen.,FC Bayern München,0,0,0,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9368,Positiv,0.5905,Neutral,0.9944,Neutral,0.8624
2,"Guerreiro und Gnabry, die gegen Zagreb in der Startelf standen, beginnen.",FC Bayern München,0,0,0,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.8764,Positiv,0.6688,Neutral,1.0,Neutral,0.9466
3,Coman und Laimer.,FC Bayern München,0,0,0,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.8505,Positiv,0.4958,Neutral,0.9902,Neutral,0.7702
4,"Erster guter Abschluss, achte Minute, der Ball berührt die Latte.",FC Bayern München,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9629,Positiv,0.6417,Neutral,0.9958,Neutral,0.7325
5,Zetterer wäre aber sicherlich auch zur Stelle gewesen.,FC Bayern München,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Negativ,0.7136,Positiv,0.5176,Neutral,0.992,Neutral,0.7573
6,Auf der anderen Seite muss der etatmäßige Stammkeeper passen.,Neutral,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.9361,Neutral,0.8704,Neutral,0.9963,Neutral,0.6769
7,"Manuel Neuer, es reichte nur für das Aufwärmprogramm.",FC Bayern München,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9456,Negativ,0.5114,Neutral,0.9977,Neutral,0.6861
8,Nach den Spielen gegen Kiel und Zagreb haben die Bayern eine kleine Toreuphorie mitgenommen.,FC Bayern München,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.8566,Positiv,0.6286,Neutral,1.0,Neutral,0.9386
9,Jetzt will man passend zum Start des Oktoberfestes den Bremern einschenken.,FC Bayern München,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9624,Positiv,0.5356,Neutral,0.9953,Neutral,0.8973
10,"Pavlović mit einem guten Lauf in die Tiefe, doch dann ist Pieper zur Stelle.",FC Bayern München,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.5765,Positiv,0.6066,Neutral,0.9957,Neutral,0.8309
11,"Vincent Kompany, es ist der beste Start eines Bayern-Trainers seit 8 Jahren.",FC Bayern München,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9323,Positiv,0.6444,Positiv,0.8878,Positiv,0.9886
12,Der Belgier scheint sein Team zu erreichen.,FC Bayern München,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.5671,Positiv,0.5124,Neutral,0.9991,Neutral,0.9006
13,"Knappe Viertelstunde gespielt, Freistoß für die Bayern und vielleicht mal ein Lebenszeichen von Harry Kane.",FC Bayern München,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.7538,Positiv,0.6286,Neutral,0.9826,Neutral,0.4694
14,"Ja, zumindest eine erste Annäherung vom Mann, der am Dienstag in der Champions League vier Tore erzielte.",FC Bayern München,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9283,Positiv,0.6565,Neutral,1.0,Neutral,0.9834
15,"Von Werder, die in dieser Saison noch ungeschlagen sind, bisher nichts zu sehen.",SV Werder Bremen,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.7581,Positiv,0.5373,Neutral,0.9938,Negativ,0.7088
16,Die Bremer können den Bayern-Strafraum nur durch ein Fernglas erahnen und werden wieder in den eigenen gedrängt.,Neutral,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.9608,Neutral,0.7633,Neutral,1.0,Neutral,0.9837
17,"Kane gegen Stark und dann beschwert sich der Engländer, der dank Stark hier schulterfrei trägt, den Temperaturen noch angemessen.",Neutral,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.9436,Neutral,0.9242,Neutral,0.9961,Negativ,0.5089
18,"Werner schätzte, er habe einen bekommen von der Torhymne beim Champions-League-Spiel der Münchner.",Neutral,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.8866,Neutral,0.9191,Neutral,0.9998,Neutral,0.956
19,Sein Team wieder in Bedrängnis.,SV Werder Bremen,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.8793,Negativ,0.5393,Neutral,0.9998,Neutral,0.8935
20,"Weiser verliert den Ball, Kane und dann geht es schnell.",Neutral,0,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.9514,Neutral,0.8654,Neutral,1.0,Neutral,0.9663
21,"Olise, 23. Minute, 1:0 FC Bayern München.",FC Bayern München,1,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9397,Positiv,0.6837,Negativ,0.9515,Negativ,0.5556
22,"Lange hielt das Bremer Mauerwerk, aber der Ballverlust von Weiser wird blitzschnell ausgenutzt.",FC Bayern München,1,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9307,Positiv,0.5149,Neutral,1.0,Neutral,0.9533
23,"Kane auf Olise, der dann keinen Gegenspieler mehr hat und sein zweites Saisontor erzielt.",FC Bayern München,1,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Negativ,0.557,Positiv,0.67,Neutral,1.0,Neutral,0.9867
24,"Und klar ist, diese Führung auch verdient.",FC Bayern München,1,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.933,Positiv,0.5632,Neutral,0.975,Neutral,0.5054
25,Es spielt hier nur der Tabellenführer.,FC Bayern München,1,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9468,Positiv,0.54,Neutral,0.9944,Neutral,0.6684
26,"Bremen wirkt überfordert, es gibt kaum eigene Ballbesitzphasen.",SV Werder Bremen,1,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Negativ,0.9088,Negativ,0.5079,Neutral,0.9939,Negativ,0.9203
27,Wieder kommen die Gäste.,FC Bayern München,1,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.8115,Negativ,0.5232,Neutral,0.9758,Neutral,0.4988
28,"Laimer auf Olise, gegen einen, gegen zwei, gegen drei, gegen alle.",FC Bayern München,1,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Negativ,0.8902,Positiv,0.6188,Neutral,0.9875,Neutral,0.508
29,"Musiala, 32. Minute, 2:0 FC Bayern.",FC Bayern München,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9595,Positiv,0.663,Neutral,0.9721,Neutral,0.4106
30,"Musiala heißt der Torschütze, aber na klar, hier gibt es einen Smiley-Stempel in das Hausaufgabenheftchen von Olise.",FC Bayern München,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Negativ,0.6585,Positiv,0.5696,Neutral,1.0,Neutral,0.8007
31,"Technik und etwas Glück auf der einen Seite, Passivität und etwas zu viel Respekt auf der anderen Seite und ein Musiala, der genau richtig steht.",Neutral,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Negativ,0.7779,Neutral,0.7663,Positiv,0.8884,Positiv,0.965
32,"Bremen muss jetzt langsam aktiver werden, denn die Münchner werden sicherlich nicht nachlassen und Zeit genug zurückzukommen ist ja auch noch da.",Neutral,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.963,Neutral,0.856,Negativ,0.6335,Neutral,0.4319
33,"Vielleicht jetzt mal nach diesem Ballverlust, Ducksch, und dann fehlt etwas die Genauigkeit.",SV Werder Bremen,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Negativ,0.8845,Negativ,0.5005,Negativ,0.8795,Negativ,0.8532
34,Aber es ist der erste richtige Ausflug in Richtung bayerischen Strafraum.,SV Werder Bremen,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9728,Positiv,0.5257,Neutral,0.9967,Positiv,0.7769
35,"Zum 115. Mal treffen beide aufeinander, kein Duell gab es häufiger.",Neutral,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.9647,Neutral,0.8668,Neutral,0.9991,Neutral,0.9035
36,"Ein Klassiker der Bundesliga, der hier gleich in die Pause geht.",Neutral,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.9169,Neutral,0.889,Negativ,0.8278,Neutral,0.4759
37,Aber erst kommen noch mal die Herren in Schwarz.,Neutral,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.9601,Neutral,0.8413,Neutral,0.8902,Neutral,0.4571
38,"Kane, der aber zuvor auch noch im Abseits steht.",FC Bayern München,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.8735,Positiv,0.4986,Neutral,1.0,Neutral,0.9681
39,44. Minute.,Neutral,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.9538,Neutral,0.7438,Positiv,0.8844,Positiv,0.8728
40,Davies gewohnt mit viel Tempo und mit viel Dynamik in Richtung Torauslinie.,FC Bayern München,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9513,Positiv,0.607,Neutral,0.7313,Positiv,0.4261
41,Wieder viel Betrieb im Werder-Sechzehner.,FC Bayern München,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9547,Positiv,0.5037,Neutral,0.9952,Neutral,0.7796
42,Kane und dann gibt es Proteste.,FC Bayern München,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.5844,Positiv,0.5011,Neutral,0.9764,Neutral,0.6231
43,"Der Engländer will ein Handspiel gesehen haben, aber die Wiederholung zeigt: alles korrekt.",FC Bayern München,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Negativ,0.6118,Positiv,0.5441,Neutral,0.9438,Positiv,0.484
44,Dafür kannst du keinen Meter geben.,Neutral,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.9647,Neutral,0.7954,Neutral,0.9529,Negativ,0.7205
45,Es bleibt also zur Pause beim 2:0 für die Bayern.,FC Bayern München,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.917,Positiv,0.561,Neutral,0.9996,Neutral,0.9211
46,10:0 Torschüsse und 76% Ballbesitz sprechen eine deutliche Sprache.,FC Bayern München,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.962,Positiv,0.6237,Neutral,1.0,Neutral,0.9696
47,Bremen muss mutiger agieren und Ole Werner hat sich was überlegt.,SV Werder Bremen,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.7615,Positiv,0.5182,Neutral,0.8475,Negativ,0.7442
48,Frischer Wind in der Offensive.,SV Werder Bremen,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9205,Negativ,0.515,Neutral,0.9652,Neutral,0.5817
49,Topp und Köhn kommen für Ducksch und Grüll.,SV Werder Bremen,2,0,1,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.833,Positiv,0.5091,Neutral,0.9961,Neutral,0.6741
50,"Acht Minuten nach Wiederanpfiff gespielt und tatsächlich, Werder hat den Vorwärtsgang gefunden.",SV Werder Bremen,2,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.8996,Positiv,0.6081,Neutral,1.0,Neutral,0.9654
51,Weiser feierte schon Debüt mit den Bayern und macht das hier richtig stark.,SV Werder Bremen,2,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9306,Positiv,0.6054,Neutral,0.9826,Positiv,0.7861
52,"Köhn hat das Auge für Topp, die beiden Neuen.",SV Werder Bremen,2,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.914,Positiv,0.5344,Neutral,0.9998,Neutral,0.595
53,"Dann dauert es etwas zu lange, aber so kann es gehen für die Norddeutschen.",SV Werder Bremen,2,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.8386,Negativ,0.5057,Positiv,0.7823,Positiv,0.9735
54,"Es ist jetzt eine spannende Phase, in der auch endlich mal die Bayern etwas gefordert werden.",FC Bayern München,2,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9416,Positiv,0.5761,Neutral,0.9395,Positiv,0.9535
55,Pieper und dann ist Platz da für jetzt schnell die Mitte besetzen.,Neutral,2,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.9439,Neutral,0.8701,Neutral,0.99,Neutral,0.6712
56,Olise passt auf und es ist wieder die rechte Seite.,FC Bayern München,2,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.91,Negativ,0.5074,Negativ,0.9808,Negativ,0.9398
57,40% der Angriffe laufen in dieser Saison über rechts.,Neutral,2,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.9195,Neutral,0.8772,Neutral,1.0,Neutral,0.992
58,"Gutes direktes Spiel, jetzt muss nur noch der letzte Pass stimmen.",Neutral,2,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.9801,Neutral,0.8708,Neutral,0.7491,Negativ,0.8187
59,Was gibt es eigentlich von den Gästen zu berichten in der zweiten Halbzeit?,FC Bayern München,2,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Negativ,0.9281,Positiv,0.5583,Neutral,0.9824,Neutral,0.5982
60,Stand jetzt nicht viel.,FC Bayern München,2,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.8889,Negativ,0.5238,Neutral,0.9642,Negativ,0.5974
61,"Musiala auf Kane, zurück auf Olise.",FC Bayern München,2,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9043,Positiv,0.5481,Neutral,0.9999,Neutral,0.9376
62,"57. Minute, wohl die Vorentscheidung.",Neutral,2,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.9378,Neutral,0.8957,Neutral,0.9835,Neutral,0.7361
63,"Vorlage Olise, an allen drei Treffern beteiligt, und Harry Edward Kane, Saisontor Nummer 5 an Spieltag Nummer 4.",FC Bayern München,3,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9531,Positiv,0.6727,Neutral,0.9999,Neutral,0.8975
64,Ganz normaler Saisonauftakt für den englischen Knipser.,FC Bayern München,3,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9114,Positiv,0.509,Neutral,0.9998,Neutral,0.9279
65,"Es sieht bei ihm immer so einfach aus, aber vor allem, was die Münchner Offensive in den vergangenen Spielen auf die Beine stellt, ist schon Extraklasse.",FC Bayern München,3,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9303,Positiv,0.6529,Neutral,0.9567,Positiv,0.7719
66,"Und die schlechte Nachricht für alle Werderaner: Die Münchner haben zuletzt gezeigt, dass sie mit dem Stürmen nicht aufhören, egal wie es steht.",Neutral,3,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Neutral,0.9927,Neutral,0.8858,Negativ,0.9792,Negativ,0.9612
67,"Davies, Olise sucht Gnabry, Olise, na klar.",FC Bayern München,3,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Negativ,0.8862,Positiv,0.5556,Negativ,0.7708,Negativ,0.6829
68,"Wie viel Torbeteiligung willst du in einem Spiel, Olise?",FC Bayern München,3,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9295,Positiv,0.5811,Neutral,0.9795,Neutral,0.6394
69,"Ja, 60. Minute, 4:0.",FC Bayern München,4,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.959,Positiv,0.6606,Negativ,0.7164,Neutral,0.4689
70,"Zwei Tore, zwei Vorlagen, der perfekte Arbeitstag.",FC Bayern München,4,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.9633,Positiv,0.5395,Neutral,0.9629,Positiv,0.962
71,Aber Bremen auch überhaupt nicht mehr griffig in den Zweikämpfen.,SV Werder Bremen,4,0,2,24/25,4,Auswärts,SV Werder Bremen,1,0.69,5,0,Bastian Dankert,Martin Gräfe,24-25_S4_sv_werder_bremen.json,Positiv,0.8881,Positiv,0.5191,Neutral,0.999,Neutral,0.8375
